Sample	Time	Encoder 1 Pos	Encoder 2 Pos	Control Effort
1	0.001	0	-4	0
2	0.002	0	-4	0
3	0.003	0	-4	0
4	0.004	1	-4	0
5	0.005	1	-4	0
6	0.006	2	-4	0
7	0.007	2	-4	0
8	0.009	3	-4	0
9	0.01	3	-4	0
10	0.011	3	-4	0
11	0.012	3	-4	0
12	0.013	3	-4	0
13	0.014	3	-4	0
14	0.015	3	-4	0
15	0.016	3	-4	0
16	0.018	3	-4	0
17	0.019	4	-4	0
18	0.02	4	-4	0
19	0.021	4	-4	0
20	0.022	4	-4	0
21	0.023	4	-4	0
22	0.024	4	-4	0
23	0.025	4	-5	0
24	0.027	4	-5	0
25	0.028	4	-5	0
26	0.029	4	-5	0
27	0.03	4	-5	0
28	0.031	4	-5	0
29	0.032	4	-5	0
30	0.033	4	-5	0
31	0.034	4	-5	0
32	0.036	4	-5	0
33	0.037	4	-6	0
34	0.038	4	-6	0
35	0.039	4	-6	0
36	0.04	4	-6	0
37	0.041	4	-6	0
38	0.042	4	-6	0
39	0.043	4	-6	0
40	0.045	4	-6	0
41	0.046	4	-6	0
42	0.047	4	-6	0
43	0.048	3	-6	0
44	0.049	3	-6	0
45	0.05	3	-7	0
46	0.051	3	-7	0
47	0.052	3	-7	0
48	0.054	2	-7	0
49	0.055	2	-7	0
50	0.056	2	-7	0
51	0.057	2	-7	0
52	0.058	1	-7	0
53	0.059	1	-7	0
54	0.06	1	-7	0
55	0.061	1	-7	0
56	0.063	1	-7	0
57	0.064	1	-7	0
58	0.065	1	-7	0
59	0.066	0	-7	0
60	0.067	0	-7	0
61	0.068	0	-7	0
62	0.069	0	-7	0
63	0.071	0	-7	0
64	0.072	0	-7	0
65	0.073	0	-7	0
66	0.074	0	-7	0
67	0.075	0	-7	0
68	0.076	0	-7	0
69	0.077	0	-7	0
70	0.078	0	-7	0
71	0.08	0	-7	0
72	0.081	0	-7	0
73	0.082	0	-7	0
74	0.083	0	-7	0
75	0.084	0	-7	0
76	0.085	0	-7	0
77	0.086	0	-7	0
78	0.087	0	-7	0
79	0.089	0	-7	0
80	0.09	0	-7	0
81	0.091	0	-7	0
82	0.092	0	-7	0
83	0.093	0	-7	0
84	0.094	0	-7	0
85	0.095	0	-7	0
86	0.096	0	-7	0
87	0.098	0	-7	0
88	0.099	0	-7	0
89	0.1	0	-7	0
90	0.101	0	-7	0
91	0.102	0	-7	0
92	0.103	0	-7	0
93	0.104	0	-7	0
94	0.105	0	-7	0
95	0.107	0	-7	0
96	0.108	0	-7	0
97	0.109	0	-7	0
98	0.11	0	-7	0
99	0.111	0	-7	0
100	0.112	0	-7	0
101	0.113	0	-7	0
102	0.114	0	-7	0
103	0.116	0	-7	0
104	0.117	0	-7	0
105	0.118	0	-7	0
106	0.119	0	-7	0
107	0.12	0	-7	0
108	0.121	0	-7	0
109	0.122	0	-7	0
110	0.123	0	-7	0
111	0.125	0	-7	0
112	0.126	0	-7	0
113	0.127	0	-7	0
114	0.128	0	-7	0
115	0.129	0	-7	0
116	0.13	0	-7	0
117	0.131	0	-7	0
118	0.132	0	-7	0
119	0.134	0	-7	0
120	0.135	0	-7	0
121	0.136	0	-7	0
122	0.137	0	-7	0
123	0.138	0	-7	0
124	0.139	0	-7	0
125	0.14	0	-7	0
126	0.142	0	-7	0
127	0.143	0	-7	0
128	0.144	0	-7	0
129	0.145	0	-7	0
130	0.146	0	-7	0
131	0.147	0	-7	0
132	0.148	0	-7	0
133	0.149	0	-7	0
134	0.151	0	-7	0
135	0.152	0	-7	0
136	0.153	0	-7	0
137	0.154	0	-7	0
138	0.155	0	-7	0
139	0.156	0	-7	0
140	0.157	0	-7	0
141	0.158	0	-7	0
142	0.16	0	-7	0
143	0.161	0	-7	0
144	0.162	0	-7	0
145	0.163	0	-7	0
146	0.164	0	-7	0
147	0.165	0	-7	0
148	0.166	0	-7	0
149	0.167	0	-7	0
150	0.169	0	-7	0
151	0.17	0	-7	0
152	0.171	0	-7	0
153	0.172	0	-7	0
154	0.173	0	-7	0
155	0.174	0	-7	0
156	0.175	0	-7	0
157	0.176	0	-7	0
158	0.178	0	-7	0
159	0.179	0	-7	0
160	0.18	0	-7	0
161	0.181	0	-7	0
162	0.182	0	-7	0
163	0.183	0	-7	0
164	0.184	0	-7	0
165	0.185	0	-7	0
166	0.187	0	-7	0
167	0.188	0	-7	0
168	0.189	0	-7	0
169	0.19	0	-7	0
170	0.191	0	-7	0
171	0.192	0	-7	0
172	0.193	0	-7	0
173	0.194	0	-7	0
174	0.196	0	-7	0
175	0.197	0	-7	0
176	0.198	0	-7	0
177	0.199	0	-7	0
178	0.2	0	-7	0
179	0.201	0	-7	0
180	0.202	0	-7	0
181	0.203	0	-7	0
182	0.205	0	-7	0
183	0.206	0	-7	0
184	0.207	0	-7	0
185	0.208	0	-7	0
186	0.209	0	-7	0
187	0.21	0	-7	0
188	0.211	0	-7	0
189	0.213	0	-7	0
190	0.214	0	-7	0
191	0.215	0	-7	0
192	0.216	0	-7	0
193	0.217	0	-7	0
194	0.218	0	-7	0
195	0.219	0	-7	0
196	0.22	0	-7	0
197	0.222	0	-7	0
198	0.223	0	-7	0
199	0.224	0	-7	0
200	0.225	0	-7	0
201	0.226	0	-7	0
202	0.227	0	-7	0
203	0.228	0	-7	0
204	0.229	0	-7	0
205	0.231	0	-7	0
206	0.232	0	-7	0
207	0.233	0	-7	0
208	0.234	0	-7	0
209	0.235	0	-7	0
210	0.236	0	-7	0
211	0.237	0	-7	0
212	0.238	0	-7	0
213	0.24	0	-7	0
214	0.241	0	-7	0
215	0.242	0	-7	0
216	0.243	0	-7	0
217	0.244	0	-7	0
218	0.245	0	-7	0
219	0.246	0	-7	0
220	0.247	0	-7	0
221	0.249	0	-7	0
222	0.25	0	-7	0
223	0.251	0	-7	0
224	0.252	0	-7	0
225	0.253	0	-7	0
226	0.254	0	-7	0
227	0.255	0	-7	0
228	0.256	0	-7	0
229	0.258	0	-7	0
230	0.259	0	-7	0
231	0.26	0	-7	0
232	0.261	0	-7	0
233	0.262	0	-7	0
234	0.263	0	-7	0
235	0.264	0	-7	0
236	0.265	0	-7	0
237	0.267	0	-7	0
238	0.268	0	-7	0
239	0.269	0	-7	0
240	0.27	0	-7	0
241	0.271	0	-7	0
242	0.272	0	-6	0
243	0.273	0	-6	0
244	0.274	0	-6	0
245	0.276	0	-6	0
246	0.277	0	-6	0
247	0.278	0	-6	0
248	0.279	0	-6	0
249	0.28	0	-6	0
250	0.281	0	-6	0
251	0.282	0	-6	0
252	0.284	0	-6	0
253	0.285	0	-6	0
254	0.286	0	-6	0
255	0.287	0	-6	0
256	0.288	0	-6	0
257	0.289	0	-6	0
258	0.29	0	-6	0
259	0.291	0	-5	0
260	0.293	0	-5	0
261	0.294	0	-5	0
262	0.295	0	-5	0
263	0.296	0	-5	0
264	0.297	0	-5	0
265	0.298	0	-5	0
266	0.299	0	-5	0
267	0.3	0	-5	0
268	0.302	0	-5	0
269	0.303	0	-5	0
270	0.304	0	-5	0
271	0.305	0	-5	0
272	0.306	0	-5	0
273	0.307	0	-5	0
274	0.308	0	-5	0
275	0.309	0	-5	0
276	0.311	0	-5	0
277	0.312	0	-5	0
278	0.313	0	-5	0
279	0.314	0	-5	0
280	0.315	0	-5	0
281	0.316	0	-5	0
282	0.317	0	-5	0
283	0.318	0	-5	0
284	0.32	0	-5	0
285	0.321	0	-5	0
286	0.322	0	-5	0
287	0.323	0	-5	0
288	0.324	0	-5	0
289	0.325	0	-5	0
290	0.326	0	-5	0
291	0.327	0	-5	0
292	0.329	0	-5	0
293	0.33	0	-5	0
294	0.331	0	-5	0
295	0.332	0	-5	0
296	0.333	0	-5	0
297	0.334	0	-5	0
298	0.335	0	-5	0
299	0.336	0	-5	0
300	0.338	0	-5	0
301	0.339	0	-5	0
302	0.34	0	-5	0
303	0.341	0	-5	0
304	0.342	0	-5	0
305	0.343	0	-5	0
306	0.344	0	-5	0
307	0.345	0	-5	0
308	0.347	0	-5	0
309	0.348	0	-5	0
310	0.349	0	-5	0
311	0.35	0	-5	0
312	0.351	0	-5	0
313	0.352	0	-5	0
314	0.353	0	-5	0
315	0.355	0	-5	0
316	0.356	0	-5	0
317	0.357	0	-5	0
318	0.358	0	-5	0
