Sample	Time	Encoder 1 Pos	Encoder 2 Pos	Control Effort
1	0.001	0	1	0
2	0.002	0	1	0
3	0.003	1	1	0
4	0.004	1	1	0
5	0.005	2	1	0
6	0.006	3	1	0
7	0.007	3	1	0
8	0.009	4	1	0
9	0.01	4	1	0
10	0.011	4	1	0
11	0.012	4	1	0
12	0.013	4	1	0
13	0.014	4	1	0
14	0.015	5	1	0
15	0.016	5	1	0
16	0.018	5	1	0
17	0.019	5	1	0
18	0.02	5	1	0
19	0.021	5	1	0
20	0.022	6	1	0
21	0.023	6	1	0
22	0.024	6	1	0
23	0.025	6	1	0
24	0.027	6	1	0
25	0.028	6	1	0
26	0.029	7	1	0
27	0.03	7	1	0
28	0.031	7	1	0
29	0.032	7	1	0
30	0.033	7	1	0
31	0.034	7	1	0
32	0.036	7	1	0
33	0.037	7	1	0
34	0.038	7	1	0
35	0.039	7	1	0
36	0.04	7	1	0
37	0.041	7	1	0
38	0.042	7	1	0
39	0.043	7	1	0
40	0.045	7	1	0
41	0.046	7	1	0
42	0.047	7	1	0
43	0.048	6	1	0
44	0.049	6	1	0
45	0.05	6	1	0
46	0.051	6	1	0
47	0.052	5	1	0
48	0.054	5	1	0
49	0.055	5	1	0
50	0.056	4	1	0
51	0.057	4	1	0
52	0.058	4	1	0
53	0.059	4	1	0
54	0.06	4	1	0
55	0.061	3	1	0
56	0.063	3	1	0
57	0.064	3	1	0
58	0.065	3	1	0
59	0.066	2	1	0
60	0.067	2	1	0
61	0.068	2	1	0
62	0.069	2	1	0
63	0.071	1	1	0
64	0.072	1	1	0
65	0.073	1	1	0
66	0.074	1	1	0
67	0.075	1	1	0
68	0.076	0	1	0
69	0.077	0	1	0
70	0.078	0	1	0
71	0.08	0	1	0
72	0.081	0	1	0
73	0.082	0	1	0
74	0.083	0	1	0
75	0.084	0	1	0
76	0.085	0	1	0
77	0.086	0	1	0
78	0.087	0	1	0
79	0.089	0	1	0
80	0.09	0	1	0
81	0.091	0	1	0
82	0.092	0	1	0
83	0.093	0	1	0
84	0.094	0	1	0
85	0.095	0	1	0
86	0.096	0	1	0
87	0.098	0	1	0
88	0.099	0	1	0
89	0.1	0	1	0
90	0.101	0	1	0
91	0.102	0	1	0
92	0.103	0	1	0
93	0.104	0	1	0
94	0.105	0	1	0
95	0.107	0	1	0
96	0.108	0	1	0
97	0.109	0	1	0
98	0.11	0	1	0
99	0.111	0	1	0
100	0.112	0	1	0
101	0.113	0	1	0
102	0.114	0	1	0
103	0.116	0	1	0
104	0.117	0	1	0
105	0.118	0	1	0
106	0.119	0	1	0
107	0.12	0	1	0
108	0.121	0	1	0
109	0.122	0	1	0
110	0.123	0	1	0
111	0.125	0	1	0
112	0.126	0	1	0
113	0.127	0	1	0
114	0.128	0	1	0
115	0.129	0	1	0
116	0.13	0	1	0
117	0.131	0	1	0
118	0.132	0	1	0
119	0.134	0	1	0
120	0.135	0	1	0
121	0.136	0	1	0
122	0.137	0	1	0
123	0.138	0	1	0
124	0.139	0	1	0
125	0.14	0	1	0
126	0.141	0	1	0
127	0.143	0	1	0
128	0.144	0	1	0
129	0.145	0	1	0
130	0.146	0	1	0
131	0.147	0	1	0
132	0.148	0	1	0
133	0.149	0	1	0
134	0.151	0	1	0
135	0.152	0	1	0
136	0.153	0	1	0
137	0.154	0	1	0
138	0.155	0	1	0
139	0.156	0	1	0
140	0.157	0	1	0
141	0.158	0	1	0
142	0.16	0	1	0
143	0.161	0	1	0
144	0.162	0	1	0
145	0.163	0	1	0
146	0.164	0	1	0
147	0.165	0	1	0
148	0.166	0	1	0
149	0.167	0	1	0
150	0.169	0	1	0
151	0.17	0	1	0
152	0.171	0	1	0
153	0.172	0	1	0
154	0.173	0	1	0
155	0.174	0	1	0
156	0.175	0	1	0
157	0.176	0	1	0
158	0.178	0	1	0
159	0.179	0	1	0
160	0.18	0	1	0
161	0.181	0	1	0
162	0.182	0	1	0
163	0.183	0	1	0
164	0.184	0	1	0
165	0.185	0	1	0
166	0.187	0	1	0
167	0.188	0	1	0
168	0.189	0	1	0
169	0.19	0	1	0
170	0.191	0	1	0
171	0.192	0	1	0
172	0.193	0	1	0
173	0.194	0	1	0
174	0.196	0	1	0
175	0.197	0	1	0
176	0.198	0	1	0
177	0.199	0	1	0
178	0.2	0	1	0
179	0.201	0	1	0
180	0.202	0	1	0
181	0.203	0	1	0
182	0.205	0	1	0
183	0.206	0	1	0
184	0.207	0	1	0
185	0.208	0	1	0
186	0.209	0	1	0
187	0.21	0	1	0
188	0.211	0	1	0
189	0.212	0	1	0
190	0.214	0	1	0
191	0.215	0	1	0
192	0.216	0	1	0
193	0.217	0	1	0
194	0.218	0	1	0
195	0.219	0	1	0
196	0.22	0	1	0
197	0.222	0	1	0
198	0.223	0	1	0
199	0.224	0	1	0
200	0.225	0	1	0
201	0.226	0	1	0
202	0.227	0	1	0
203	0.228	0	1	0
204	0.229	0	1	0
205	0.231	0	1	0
206	0.232	0	1	0
207	0.233	0	1	0
208	0.234	0	1	0
209	0.235	0	1	0
210	0.236	0	1	0
211	0.237	0	1	0
212	0.238	0	1	0
213	0.24	0	1	0
