Sample	Time	Encoder 1 Pos	Encoder 2 Pos	Control Effort
334	0.376	-1	-3028	0
335	0.377	-2	-3077	0
336	0.378	-2	-3124	0
337	0.379	-3	-3170	0
338	0.38	-3	-3216	0
339	0.382	-3	-3260	0
340	0.383	-4	-3302	0
341	0.384	-4	-3343	0
342	0.385	-5	-3384	0
343	0.386	-5	-3424	0
344	0.387	-6	-3462	0
345	0.388	-6	-3499	0
346	0.389	-6	-3535	0
347	0.391	-7	-3570	0
348	0.392	-7	-3603	0
349	0.393	-7	-3634	0
350	0.394	-8	-3665	0
351	0.395	-8	-3695	0
352	0.396	-9	-3723	0
353	0.397	-9	-3751	0
354	0.399	-10	-3776	0
355	0.4	-10	-3801	0
356	0.401	-10	-3825	0
357	0.402	-11	-3847	0
358	0.403	-11	-3867	0
359	0.404	-11	-3887	0
360	0.405	-12	-3904	0
361	0.406	-12	-3921	0
362	0.408	-12	-3936	0
363	0.409	-13	-3950	0
364	0.41	-13	-3963	0
365	0.411	-13	-3974	0
366	0.412	-14	-3984	0
367	0.413	-14	-3993	0
368	0.414	-14	-4000	0
369	0.415	-15	-4006	0
370	0.417	-15	-4011	0
371	0.418	-15	-4014	0
372	0.419	-15	-4016	0
373	0.42	-15	-4017	0
374	0.421	-16	-4017	0
375	0.422	-16	-4016	0
376	0.423	-16	-4013	0
377	0.424	-16	-4008	0
378	0.426	-16	-4003	0
379	0.427	-17	-3996	0
380	0.428	-17	-3987	0
381	0.429	-17	-3978	0
382	0.43	-17	-3967	0
383	0.431	-17	-3955	0
384	0.432	-17	-3942	0
385	0.433	-17	-3927	0
386	0.435	-17	-3911	0
387	0.436	-17	-3894	0
388	0.437	-17	-3876	0
389	0.438	-17	-3857	0
390	0.439	-17	-3837	0
391	0.44	-17	-3815	0
392	0.441	-17	-3792	0
393	0.442	-17	-3768	0
394	0.444	-17	-3742	0
395	0.445	-17	-3716	0
396	0.446	-17	-3689	0
397	0.447	-17	-3660	0
398	0.448	-17	-3630	0
399	0.449	-17	-3599	0
400	0.45	-17	-3567	0
401	0.451	-17	-3534	0
402	0.453	-17	-3500	0
403	0.454	-17	-3465	0
404	0.455	-17	-3429	0
405	0.456	-17	-3391	0
406	0.457	-17	-3353	0
407	0.458	-17	-3313	0
408	0.459	-17	-3273	0
409	0.46	-17	-3232	0
410	0.462	-17	-3189	0
411	0.463	-17	-3145	0
412	0.464	-17	-3102	0
413	0.465	-17	-3057	0
414	0.466	-17	-3010	0
415	0.467	-17	-2962	0
416	0.468	-17	-2914	0
417	0.47	-17	-2866	0
418	0.471	-17	-2817	0
419	0.472	-17	-2767	0
420	0.473	-17	-2716	0
421	0.474	-17	-2664	0
422	0.475	-16	-2611	0
423	0.476	-16	-2558	0
424	0.477	-16	-2505	0
425	0.479	-16	-2450	0
426	0.48	-16	-2394	0
427	0.481	-15	-2338	0
428	0.482	-15	-2282	0
429	0.483	-15	-2224	0
430	0.484	-15	-2164	0
431	0.485	-14	-2106	0
432	0.486	-14	-2049	0
433	0.488	-14	-1988	0
434	0.489	-13	-1926	0
435	0.49	-13	-1864	0
436	0.491	-13	-1804	0
437	0.492	-13	-1741	0
438	0.493	-12	-1677	0
439	0.494	-12	-1614	0
440	0.495	-12	-1550	0
441	0.497	-11	-1485	0
442	0.498	-11	-1421	0
443	0.499	-10	-1356	0
444	0.5	-10	-1289	0
445	0.501	-10	-1223	0
446	0.502	-9	-1159	0
447	0.503	-9	-1092	0
448	0.504	-9	-1026	0
449	0.506	-8	-959	0
450	0.507	-8	-892	0
451	0.508	-7	-825	0
452	0.509	-7	-758	0
453	0.51	-6	-691	0
454	0.511	-6	-623	0
455	0.512	-5	-556	0
456	0.513	-5	-487	0
457	0.515	-4	-419	0
458	0.516	-4	-352	0
459	0.517	-3	-283	0
460	0.518	-3	-213	0
461	0.519	-2	-145	0
462	0.52	-2	-78	0
463	0.521	-1	-8	0
464	0.522	-1	62	0
465	0.524	-1	127	0
466	0.525	0	195	0
467	0.526	0	268	0
468	0.527	1	339	0
469	0.528	2	404	0
470	0.529	2	471	0
471	0.53	3	538	0
472	0.532	3	605	0
473	0.533	4	671	0
474	0.534	4	737	0
475	0.535	4	803	0
476	0.536	5	869	0
477	0.537	5	935	0
478	0.538	6	1000	0
479	0.539	6	1063	0
480	0.541	7	1127	0
481	0.542	7	1192	0
482	0.543	8	1256	0
483	0.544	8	1318	0
484	0.545	9	1380	0
485	0.546	9	1443	0
486	0.547	10	1507	0
487	0.548	11	1568	0
488	0.55	11	1627	0
489	0.551	12	1687	0
490	0.552	12	1748	0
491	0.553	13	1808	0
492	0.554	13	1865	0
493	0.555	14	1923	0
494	0.556	14	1981	0
495	0.557	15	2039	0
496	0.559	15	2095	0
497	0.56	16	2149	0
498	0.561	16	2204	0
499	0.562	17	2258	0
500	0.563	17	2311	0
501	0.564	18	2362	0
502	0.565	19	2413	0
503	0.566	19	2462	0
504	0.568	19	2512	0
505	0.569	20	2560	0
506	0.57	20	2608	0
507	0.571	21	2657	0
508	0.572	21	2702	0
509	0.573	22	2746	0
510	0.574	22	2790	0
511	0.575	23	2833	0
512	0.577	23	2876	0
513	0.578	23	2917	0
514	0.579	24	2957	0
515	0.58	24	2997	0
516	0.581	24	3034	0
517	0.582	25	3071	0
518	0.583	25	3107	0
519	0.584	26	3142	0
520	0.586	26	3178	0
521	0.587	27	3211	0
522	0.588	27	3243	0
523	0.589	28	3274	0
524	0.59	28	3304	0
525	0.591	28	3333	0
526	0.592	29	3360	0
527	0.594	29	3387	0
528	0.595	30	3413	0
529	0.596	30	3438	0
530	0.597	30	3462	0
531	0.598	31	3484	0
532	0.599	31	3506	0
533	0.6	31	3525	0
534	0.601	32	3544	0
535	0.603	32	3562	0
536	0.604	32	3579	0
537	0.605	33	3594	0
538	0.606	33	3608	0
539	0.607	33	3621	0
540	0.608	34	3633	0
541	0.609	34	3644	0
542	0.61	34	3654	0
543	0.612	35	3662	0
544	0.613	35	3669	0
545	0.614	35	3676	0
546	0.615	35	3680	0
547	0.616	36	3684	0
548	0.617	36	3687	0
549	0.618	36	3688	0
550	0.619	36	3688	0
551	0.621	36	3688	0
552	0.622	37	3687	0
553	0.623	37	3683	0
554	0.624	37	3679	0
555	0.625	37	3673	0
556	0.626	37	3667	0
557	0.627	38	3659	0
558	0.628	38	3650	0
559	0.63	38	3640	0
560	0.631	38	3628	0
561	0.632	38	3616	0
562	0.633	38	3602	0
563	0.634	38	3588	0
564	0.635	38	3572	0
565	0.636	38	3556	0
566	0.637	39	3538	0
567	0.639	39	3519	0
568	0.64	39	3500	0
569	0.641	39	3479	0
570	0.642	39	3457	0
571	0.643	39	3434	0
572	0.644	39	3410	0
573	0.645	39	3384	0
574	0.646	39	3358	0
575	0.648	39	3331	0
576	0.649	39	3303	0
577	0.65	39	3274	0
578	0.651	39	3244	0
579	0.652	39	3213	0
580	0.653	39	3182	0
581	0.654	39	3149	0
582	0.655	39	3115	0
583	0.657	39	3080	0
584	0.658	39	3045	0
585	0.659	39	3009	0
586	0.66	39	2971	0
587	0.661	39	2933	0
588	0.662	39	2894	0
589	0.663	39	2855	0
590	0.665	39	2814	0
591	0.666	39	2772	0
592	0.667	39	2730	0
593	0.668	39	2687	0
594	0.669	39	2643	0
595	0.67	39	2598	0
596	0.671	39	2553	0
597	0.672	38	2507	0
598	0.674	38	2461	0
599	0.675	38	2413	0
600	0.676	38	2365	0
601	0.677	38	2316	0
602	0.678	37	2267	0
603	0.679	37	2216	0
604	0.68	37	2165	0
605	0.681	37	2113	0
606	0.683	37	2060	0
607	0.684	36	2007	0
608	0.685	36	1955	0
609	0.686	36	1901	0
610	0.687	36	1846	0
611	0.688	35	1791	0
612	0.689	35	1735	0
613	0.69	35	1680	0
614	0.692	34	1623	0
615	0.693	34	1565	0
616	0.694	34	1508	0
617	0.695	34	1452	0
618	0.696	33	1394	0
619	0.697	33	1335	0
620	0.698	33	1276	0
621	0.699	33	1218	0
622	0.701	33	1161	0
623	0.702	32	1101	0
624	0.703	32	1041	0
625	0.704	32	982	0
626	0.705	31	922	0
627	0.706	31	863	0
628	0.707	31	804	0
629	0.708	30	743	0
630	0.71	30	682	0
631	0.711	30	622	0
632	0.712	29	562	0
633	0.713	29	501	0
634	0.714	29	441	0
635	0.715	29	379	0
636	0.716	28	317	0
637	0.717	28	256	0
638	0.719	27	195	0
639	0.72	27	133	0
640	0.721	26	70	0
641	0.722	26	7	0
642	0.723	26	-52	0
643	0.724	25	-112	0
644	0.725	25	-173	0
645	0.727	25	-234	0
646	0.728	24	-293	0
647	0.729	24	-354	0
648	0.73	23	-413	0
649	0.731	23	-473	0
650	0.732	22	-533	0
651	0.733	22	-591	0
652	0.734	22	-650	0
653	0.736	21	-709	0
654	0.737	21	-766	0
655	0.738	20	-823	0
656	0.739	20	-881	0
657	0.74	19	-939	0
658	0.741	19	-994	0
659	0.742	18	-1051	0
660	0.743	18	-1107	0
661	0.745	17	-1162	0
662	0.746	17	-1216	0
663	0.747	17	-1271	0
664	0.748	16	-1325	0
665	0.749	16	-1379	0
666	0.75	15	-1432	0
667	0.751	15	-1485	0
668	0.752	14	-1538	0
669	0.754	14	-1588	0
670	0.755	14	-1640	0
671	0.756	13	-1691	0
672	0.757	13	-1740	0
673	0.758	12	-1789	0
674	0.759	12	-1837	0
675	0.76	11	-1885	0
676	0.761	11	-1933	0
677	0.763	10	-1979	0
678	0.764	10	-2024	0
679	0.765	9	-2069	0
680	0.766	9	-2113	0
681	0.767	9	-2156	0
682	0.768	8	-2199	0
683	0.769	8	-2241	0
684	0.77	7	-2282	0
685	0.772	7	-2322	0
686	0.773	6	-2361	0
687	0.774	6	-2400	0
688	0.775	5	-2438	0
689	0.776	5	-2475	0
690	0.777	5	-2510	0
691	0.778	4	-2545	0
692	0.779	4	-2580	0
693	0.781	3	-2614	0
694	0.782	3	-2646	0
695	0.783	2	-2678	0
696	0.784	2	-2709	0
697	0.785	1	-2738	0
698	0.786	1	-2767	0
699	0.787	1	-2795	0
700	0.789	0	-2822	0
701	0.79	0	-2849	0
702	0.791	0	-2875	0
703	0.792	-1	-2899	0
704	0.793	-1	-2922	0
705	0.794	-2	-2944	0
706	0.795	-2	-2965	0
707	0.796	-2	-2986	0
708	0.798	-2	-3006	0
709	0.799	-3	-3024	0
710	0.8	-3	-3042	0
711	0.801	-3	-3058	0
712	0.802	-3	-3074	0
713	0.803	-4	-3088	0
714	0.804	-4	-3102	0
715	0.805	-4	-3114	0
716	0.807	-5	-3126	0
717	0.808	-5	-3136	0
718	0.809	-5	-3146	0
719	0.81	-5	-3154	0
720	0.811	-6	-3161	0
721	0.812	-6	-3168	0
722	0.813	-6	-3173	0
723	0.814	-6	-3177	0
724	0.816	-6	-3180	0
725	0.817	-7	-3182	0
726	0.818	-7	-3183	0
727	0.819	-7	-3183	0
728	0.82	-7	-3183	0
729	0.821	-7	-3182	0
730	0.822	-7	-3179	0
731	0.823	-7	-3175	0
732	0.825	-7	-3170	0
733	0.826	-7	-3164	0
734	0.827	-7	-3157	0
735	0.828	-7	-3149	0
736	0.829	-7	-3140	0
737	0.83	-7	-3130	0
738	0.831	-8	-3119	0
739	0.832	-8	-3107	0
740	0.834	-8	-3094	0
741	0.835	-8	-3080	0
742	0.836	-8	-3065	0
743	0.837	-8	-3050	0
744	0.838	-8	-3033	0
745	0.839	-8	-3016	0
746	0.84	-8	-2997	0
747	0.841	-8	-2978	0
748	0.843	-8	-2957	0
749	0.844	-8	-2936	0
750	0.845	-8	-2914	0
751	0.846	-8	-2892	0
752	0.847	-8	-2868	0
753	0.848	-8	-2844	0
754	0.849	-8	-2818	0
755	0.85	-8	-2792	0
756	0.852	-8	-2765	0
757	0.853	-8	-2737	0
758	0.854	-8	-2709	0
759	0.855	-8	-2679	0
760	0.856	-8	-2648	0
761	0.857	-8	-2618	0
762	0.858	-8	-2586	0
763	0.86	-8	-2553	0
764	0.861	-8	-2520	0
765	0.862	-8	-2486	0
766	0.863	-8	-2451	0
767	0.864	-8	-2415	0
768	0.865	-8	-2379	0
769	0.866	-8	-2343	0
770	0.867	-8	-2305	0
771	0.869	-8	-2266	0
772	0.87	-8	-2227	0
773	0.871	-8	-2187	0
774	0.872	-8	-2147	0
775	0.873	-8	-2107	0
776	0.874	-8	-2066	0
777	0.875	-8	-2023	0
778	0.876	-8	-1980	0
779	0.878	-8	-1937	0
780	0.879	-7	-1892	0
781	0.88	-7	-1848	0
782	0.881	-7	-1802	0
783	0.882	-6	-1757	0
784	0.883	-6	-1711	0
785	0.884	-6	-1664	0
786	0.885	-5	-1616	0
787	0.887	-5	-1568	0
788	0.888	-5	-1520	0
789	0.889	-5	-1471	0
790	0.89	-4	-1423	0
791	0.891	-4	-1373	0
792	0.892	-4	-1323	0
793	0.893	-4	-1272	0
794	0.894	-3	-1223	0
795	0.896	-3	-1172	0
796	0.897	-2	-1121	0
797	0.898	-2	-1071	0
798	0.899	-2	-1019	0
799	0.9	-1	-967	0
800	0.901	-1	-915	0
801	0.902	-1	-863	0
802	0.903	-1	-811	0
803	0.905	0	-759	0
804	0.906	0	-706	0
805	0.907	1	-653	0
806	0.908	1	-600	0
807	0.909	1	-547	0
808	0.91	2	-493	0
809	0.911	2	-440	0
810	0.912	3	-387	0
811	0.914	3	-333	0
812	0.915	3	-278	0
813	0.916	3	-224	0
814	0.917	4	-170	0
815	0.918	4	-116	0
816	0.919	4	-63	0
817	0.92	5	-8	0
818	0.922	5	47	0
819	0.923	5	99	0
820	0.924	6	153	0
821	0.925	6	208	0
822	0.926	6	265	0
823	0.927	7	320	0
824	0.928	7	372	0
825	0.929	7	425	0
826	0.931	8	477	0
827	0.932	8	529	0
828	0.933	8	581	0
829	0.934	9	634	0
830	0.935	9	685	0
831	0.936	10	736	0
832	0.937	10	787	0
833	0.938	11	839	0
834	0.94	11	889	0
835	0.941	11	940	0
836	0.942	12	990	0
837	0.943	12	1039	0
838	0.944	12	1088	0
839	0.945	13	1137	0
840	0.946	13	1187	0
841	0.947	14	1235	0
842	0.949	14	1282	0
843	0.95	15	1328	0
844	0.951	15	1375	0
845	0.952	16	1422	0
846	0.953	16	1469	0
847	0.954	17	1515	0
848	0.955	17	1559	0
849	0.956	18	1603	0
850	0.958	18	1646	0
851	0.959	19	1689	0
852	0.96	19	1733	0
853	0.961	19	1776	0
854	0.962	20	1817	0
855	0.963	20	1857	0
856	0.964	21	1897	0
857	0.965	21	1937	0
858	0.967	22	1977	0
859	0.968	22	2016	0
860	0.969	23	2054	0
861	0.97	23	2091	0
862	0.971	24	2127	0
863	0.972	24	2163	0
864	0.973	24	2198	0
865	0.974	25	2232	0
866	0.976	26	2266	0
867	0.977	26	2298	0
868	0.978	27	2330	0
869	0.979	27	2361	0
870	0.98	27	2390	0
871	0.981	28	2419	0
872	0.982	28	2448	0
873	0.983	28	2475	0
874	0.985	29	2502	0
875	0.986	29	2528	0
876	0.987	30	2553	0
877	0.988	30	2578	0
878	0.989	30	2603	0
879	0.99	31	2626	0
880	0.991	31	2648	0
881	0.993	31	2669	0
882	0.994	32	2689	0
883	0.995	32	2708	0
884	0.996	32	2726	0
885	0.997	32	2744	0
886	0.998	33	2760	0
887	0.999	33	2776	0
888	1	33	2790	0
889	1.002	34	2804	0
890	1.003	34	2817	0
891	1.004	34	2829	0
892	1.005	34	2841	0
893	1.006	35	2851	0
894	1.007	35	2861	0
895	1.008	35	2869	0
896	1.009	35	2876	0
897	1.011	35	2883	0
898	1.012	35	2889	0
899	1.013	35	2893	0
900	1.014	36	2897	0
901	1.015	36	2900	0
902	1.016	36	2902	0
903	1.017	36	2903	0
904	1.018	36	2903	0
905	1.02	36	2903	0
906	1.021	36	2902	0
907	1.022	37	2899	0
908	1.023	37	2896	0
909	1.024	37	2891	0
910	1.025	37	2886	0
911	1.026	37	2880	0
912	1.027	37	2873	0
913	1.029	37	2865	0
914	1.03	38	2856	0
915	1.031	38	2846	0
916	1.032	38	2836	0
917	1.033	38	2824	0
918	1.034	38	2812	0
919	1.035	38	2799	0
920	1.036	38	2785	0
921	1.038	38	2770	0
922	1.039	38	2755	0
923	1.04	38	2739	0
924	1.041	38	2721	0
925	1.042	38	2703	0
926	1.043	38	2685	0
927	1.044	38	2665	0
928	1.045	38	2645	0
929	1.047	38	2624	0
930	1.048	38	2602	0
931	1.049	38	2580	0
932	1.05	38	2556	0
933	1.051	38	2532	0
934	1.052	38	2508	0
935	1.053	38	2482	0
936	1.054	38	2456	0
937	1.056	38	2428	0
938	1.057	38	2401	0
939	1.058	38	2372	0
940	1.059	38	2343	0
941	1.06	38	2314	0
942	1.061	38	2283	0
943	1.062	38	2252	0
944	1.064	38	2220	0
945	1.065	38	2188	0
946	1.066	38	2155	0
947	1.067	38	2121	0
948	1.068	38	2086	0
949	1.069	38	2051	0
950	1.07	38	2015	0
951	1.071	38	1980	0
952	1.073	38	1943	0
953	1.074	38	1906	0
954	1.075	38	1868	0
955	1.076	38	1830	0
956	1.077	38	1791	0
957	1.078	38	1751	0
958	1.079	38	1712	0
959	1.08	38	1672	0
960	1.082	38	1631	0
961	1.083	38	1590	0
962	1.084	38	1548	0
963	1.085	38	1506	0
964	1.086	37	1464	0
965	1.087	37	1422	0
966	1.088	37	1379	0
967	1.089	37	1336	0
968	1.091	37	1292	0
969	1.092	36	1248	0
970	1.093	36	1205	0
971	1.094	36	1161	0
972	1.095	36	1116	0
973	1.096	35	1071	0
974	1.097	35	1026	0
975	1.098	35	980	0
976	1.1	35	935	0
977	1.101	34	889	0
978	1.102	34	844	0
979	1.103	34	798	0
980	1.104	34	751	0
981	1.105	33	705	0
982	1.106	33	658	0
983	1.107	33	612	0
984	1.109	33	566	0
985	1.11	33	519	0
986	1.111	32	472	0
987	1.112	32	425	0
988	1.113	32	377	0
989	1.114	31	329	0
990	1.115	31	283	0
991	1.116	31	235	0
992	1.118	30	187	0
993	1.119	30	139	0
994	1.12	30	91	0
995	1.121	29	42	0
996	1.122	29	-5	0
997	1.123	29	-51	0
998	1.124	29	-98	0
999	1.126	28	-144	0
1000	1.127	28	-191	0
1001	1.128	27	-238	0
1002	1.129	27	-284	0
1003	1.13	27	-330	0
1004	1.131	26	-375	0
1005	1.132	26	-420	0
1006	1.133	26	-466	0
1007	1.135	25	-512	0
1008	1.136	25	-556	0
1009	1.137	25	-601	0
1010	1.138	25	-646	0
1011	1.139	25	-689	0
1012	1.14	24	-733	0
1013	1.141	24	-776	0
1014	1.142	24	-819	0
1015	1.144	23	-863	0
1016	1.145	23	-905	0
1017	1.146	23	-947	0
1018	1.147	23	-988	0
1019	1.148	22	-1029	0
1020	1.149	22	-1070	0
1021	1.15	22	-1111	0
1022	1.151	22	-1151	0
1023	1.153	22	-1190	0
1024	1.154	21	-1229	0
1025	1.155	21	-1268	0
1026	1.156	21	-1307	0
1027	1.157	21	-1344	0
1028	1.158	20	-1382	0
1029	1.159	20	-1419	0
1030	1.16	20	-1455	0
1031	1.162	20	-1491	0
1032	1.163	19	-1526	0
1033	1.164	19	-1561	0
1034	1.165	19	-1595	0
1035	1.166	18	-1629	0
1036	1.167	18	-1662	0
1037	1.168	18	-1694	0
1038	1.169	17	-1726	0
1039	1.171	17	-1757	0
1040	1.172	17	-1788	0
