Sample	Time	Encoder 1 Pos	Encoder 2 Pos	Control Effort
1	0.001	-6	15	0
2	0.002	-6	16	0
3	0.003	-6	16	0
4	0.004	-6	17	0
5	0.005	-6	17	0
6	0.006	-6	18	0
7	0.007	-6	18	0
8	0.009	-6	19	0
9	0.01	-6	19	0
10	0.011	-6	20	0
11	0.012	-6	20	0
12	0.013	-6	21	0
13	0.014	-6	22	0
14	0.015	-6	22	0
15	0.016	-6	23	0
16	0.018	-6	23	0
17	0.019	-6	24	0
18	0.02	-6	24	0
19	0.021	-6	25	0
20	0.022	-6	26	0
21	0.023	-6	26	0
22	0.024	-6	27	0
23	0.025	-6	28	0
24	0.027	-6	28	0
25	0.028	-6	29	0
26	0.029	-6	30	0
27	0.03	-6	31	0
28	0.031	-6	31	0
29	0.032	-6	32	0
30	0.033	-6	33	0
31	0.034	-6	34	0
32	0.036	-6	34	0
33	0.037	-6	35	0
34	0.038	-6	36	0
35	0.039	-6	37	0
36	0.04	-6	38	0
37	0.041	-6	38	0
38	0.042	-6	39	0
39	0.043	-6	40	0
40	0.045	-6	40	0
41	0.046	-6	41	0
42	0.047	-6	42	0
43	0.048	-6	43	0
44	0.049	-6	44	0
45	0.05	-6	44	0
46	0.051	-6	45	0
47	0.052	-6	46	0
48	0.054	-6	47	0
49	0.055	-6	48	0
50	0.056	-6	48	0
51	0.057	-6	49	0
52	0.058	-6	50	0
53	0.059	-6	51	0
54	0.06	-6	51	0
55	0.061	-6	52	0
56	0.063	-6	53	0
57	0.064	-6	54	0
58	0.065	-6	54	0
59	0.066	-6	55	0
60	0.067	-6	56	0
61	0.068	-6	57	0
62	0.069	-6	57	0
63	0.071	-6	58	0
64	0.072	-6	59	0
65	0.073	-6	59	0
66	0.074	-6	60	0
67	0.075	-6	61	0
68	0.076	-6	62	0
69	0.077	-6	62	0
70	0.078	-6	63	0
71	0.08	-6	63	0
72	0.081	-6	64	0
73	0.082	-6	65	0
74	0.083	-6	65	0
75	0.084	-6	66	0
76	0.085	-6	67	0
77	0.086	-6	67	0
78	0.087	-6	68	0
79	0.089	-6	69	0
80	0.09	-6	69	0
81	0.091	-6	70	0
82	0.092	-6	70	0
83	0.093	-6	71	0
84	0.094	-6	71	0
85	0.095	-6	72	0
86	0.096	-6	73	0
87	0.098	-6	73	0
88	0.099	-6	74	0
89	0.1	-6	74	0
90	0.101	-6	75	0
91	0.102	-6	75	0
92	0.103	-6	75	0
93	0.104	-6	76	0
94	0.105	-6	76	0
95	0.107	-6	77	0
96	0.108	-6	77	0
97	0.109	-6	78	0
98	0.11	-6	78	0
99	0.111	-6	78	0
100	0.112	-6	79	0
101	0.113	-6	79	0
102	0.114	-6	79	0
103	0.116	-6	80	0
104	0.117	-6	80	0
105	0.118	-6	80	0
106	0.119	-6	80	0
107	0.12	-6	81	0
108	0.121	-6	81	0
109	0.122	-6	81	0
110	0.123	-6	81	0
111	0.125	-6	82	0
112	0.126	-6	82	0
113	0.127	-6	82	0
114	0.128	-6	82	0
115	0.129	-6	82	0
116	0.13	-6	82	0
117	0.131	-6	82	0
118	0.132	-6	82	0
119	0.134	-6	82	0
120	0.135	-6	82	0
121	0.136	-6	82	0
122	0.137	-6	82	0
123	0.138	-6	82	0
124	0.139	-6	82	0
125	0.14	-6	82	0
126	0.142	-6	82	0
127	0.143	-6	82	0
128	0.144	-6	82	0
129	0.145	-6	82	0
